CustomerID,CustomerName,Gender,AgeGroup,Region,LoyaltyTier,CustomerSince
CUS0401,Richard Wells,Female,26-35,East,Platinum,2023-11-28
CUS0402,Robert Hill,Other,18-25,North,Gold,2023-05-20
CUS0403,Jasmine Thompson,Male,51+,South,Platinum,2026-07-09
CUS0404,Allen Garcia,Other,18-25,West,Bronze,2025-08-06
CUS0405,Jennifer Black,Male,18-25,West,Gold,2025-12-05
CUS0406,Kevin Harris,Female,18-25,East,Platinum,2026-01-12
CUS0407,Julie Holland,Other,51+,North,Bronze,2022-12-17
CUS0408,Dr. Stephanie Shields,Female,18-25,East,Platinum,2025-04-26
CUS0409,Samuel Lynn,Male,51+,South,Silver,2026-02-04
CUS0410,Richard Harvey,Female,51+,West,Platinum,2022-12-14
CUS0411,Charles Brown,Other,36-50,North,Silver,2026-05-08
CUS0412,Sabrina Jones,Female,18-25,East,Gold,2025-12-19
CUS0413,Mark Graham,Male,26-35,East,Platinum,2024-01-10
CUS0414,Melanie Carlson,Other,36-50,East,Platinum,2022-03-20
CUS0415,Joseph Vargas,Male,26-35,West,Gold,2023-12-03
CUS0416,Julie Holmes,Other,18-25,North,Bronze,2026-07-20
CUS0417,Alison Miller,Female,36-50,West,Platinum,2022-11-21
CUS0418,Jillian Rios,Male,26-35,South,Bronze,2022-12-23
CUS0419,Kelsey Clark,Other,26-35,West,Platinum,2023-05-01
CUS0420,Susan Barnett,Female,18-25,East,Bronze,2025-06-07
CUS0421,Jennifer Lopez,Male,36-50,East,Gold,2023-12-13
CUS0422,Shannon Ruiz,Other,18-25,South,Gold,2023-10-12
CUS0423,John Fields,Other,51+,South,Silver,2026-02-24
CUS0424,Terri Pugh,Other,36-50,East,Bronze,2024-08-07
CUS0425,Nathan Nielsen,Female,51+,South,Platinum,2025-11-23
CUS0426,Bethany Vasquez,Other,26-35,West,Silver,2022-11-24
CUS0427,Leah Sanford,Other,36-50,South,Platinum,2026-05-17
CUS0428,Noah Clark,Male,36-50,South,Silver,2026-02-22
CUS0429,Dr. Jeremy Cook DDS,Female,51+,South,Gold,2025-06-24
CUS0430,Kenneth Blake,Female,51+,North,Silver,2024-09-27
CUS0431,Sarah Cox,Male,26-35,North,Bronze,2026-01-04
CUS0432,Debra Crawford,Female,51+,North,Silver,2026-05-27
CUS0433,Pam Becker,Other,36-50,South,Gold,2023-02-18
CUS0434,Debra Novak,Female,18-25,West,Gold,2025-08-12
CUS0435,Joseph Mack,Female,36-50,East,Bronze,2023-12-05
CUS0436,Sean Keller,Male,36-50,North,Gold,2025-01-17
CUS0437,Eddie Baker,Male,51+,North,Bronze,2022-04-15
CUS0438,Anthony Smith,Female,51+,North,Platinum,2022-03-25
CUS0439,Sean Hunter,Other,51+,North,Gold,2025-07-18
CUS0440,Regina Scott,Female,26-35,East,Gold,2025-04-15
CUS0441,Johnathan Stone,Male,36-50,East,Bronze,2025-04-27
CUS0442,Debra Green,Female,18-25,East,Silver,2022-12-19
CUS0443,Justin Armstrong,Other,51+,South,Silver,2023-03-15
CUS0444,Cindy Gonzalez,Male,51+,North,Platinum,2022-07-26
CUS0445,Julia Clay,Other,26-35,North,Silver,2023-10-17
CUS0446,Samantha Moore,Male,36-50,North,Platinum,2024-09-11
CUS0447,Becky Ward,Female,36-50,South,Gold,2022-09-01
CUS0448,Amanda Anderson,Other,51+,West,Platinum,2026-04-24
CUS0449,Jennifer Gonzalez,Male,36-50,North,Bronze,2021-10-03
CUS0450,Stephanie Kent,Male,36-50,West,Platinum,2023-05-31
CUS0451,Heather Costa,Other,36-50,North,Platinum,2026-06-19
CUS0452,Kyle Watkins,Other,51+,West,Platinum,2025-08-08
CUS0453,Robert Brown,Female,18-25,West,Platinum,2022-07-15
CUS0454,Tim Johnson,Female,36-50,West,Platinum,2022-05-15
CUS0455,Lisa Lewis,Female,51+,West,Bronze,2024-05-25
CUS0456,April Carter,Other,36-50,South,Platinum,2022-08-21
CUS0457,Kim Lyons,Other,51+,South,Platinum,2025-05-19
CUS0458,Janice Holmes,Male,26-35,South,Silver,2025-08-16
CUS0459,Joseph Martinez,Female,18-25,South,Bronze,2025-01-22
CUS0460,Susan Brown,Other,18-25,East,Gold,2026-05-18
CUS0461,Dwayne West,Other,51+,East,Platinum,2026-02-25
CUS0462,Peter Washington,Male,18-25,East,Bronze,2023-11-07
CUS0463,Robert Pugh,Male,18-25,South,Platinum,2022-05-23
CUS0464,Erin Frazier,Female,36-50,North,Platinum,2022-10-25
CUS0465,Jade Miller,Male,18-25,East,Gold,2022-06-03
CUS0466,Michael Duran,Other,36-50,West,Gold,2025-12-07
CUS0467,Donald Anderson,Male,51+,East,Bronze,2023-05-25
CUS0468,Kathy Lopez,Female,36-50,North,Gold,2023-06-08
CUS0469,Melissa Schroeder,Female,18-25,East,Bronze,2025-07-03
CUS0470,Angela Whitehead,Female,26-35,North,Bronze,2024-07-24
CUS0471,Timothy Martinez,Male,36-50,South,Bronze,2023-09-25
CUS0472,Sandra Murphy,Other,18-25,West,Bronze,2023-02-22
CUS0473,Jody Garcia,Male,18-25,South,Bronze,2025-08-01
CUS0474,Michael Phillips,Other,36-50,West,Silver,2024-05-18
CUS0475,Ashley Marquez,Female,51+,South,Bronze,2023-04-02
CUS0476,Kenneth Pena,Male,26-35,North,Silver,2023-01-25
CUS0477,Amanda Lowery,Other,26-35,East,Bronze,2021-10-13
CUS0478,Jennifer Conrad,Male,36-50,North,Gold,2023-05-10
CUS0479,Michael Ayala,Female,51+,West,Silver,2022-09-07
CUS0480,Katie Miller,Female,36-50,South,Bronze,2021-12-15
CUS0481,Brandi Hernandez,Female,51+,South,Gold,2023-10-23
CUS0482,Jeremy Huff,Male,26-35,West,Platinum,2024-09-26
CUS0483,Denise Andrews,Other,18-25,South,Platinum,2022-07-15
CUS0484,Michael Martinez,Male,36-50,North,Platinum,2024-03-07
CUS0485,Dylan Willis,Other,18-25,East,Bronze,2025-08-23
CUS0486,Mr. Andrew Snyder,Female,36-50,West,Gold,2025-02-23
CUS0487,Stephanie Greene,Other,26-35,West,Silver,2023-01-18
CUS0488,Laura Mclaughlin,Other,26-35,East,Gold,2023-12-03
CUS0489,Nathan Stafford,Female,36-50,East,Silver,2023-10-19
CUS0490,Michael Peterson,Female,36-50,South,Platinum,2023-09-22
CUS0491,Autumn Rivera,Other,51+,West,Silver,2024-07-14
CUS0492,Allen Jackson,Male,26-35,West,Gold,2023-11-13
CUS0493,Marcus Moody,Male,18-25,South,Gold,2023-07-01
CUS0494,Christopher Parsons,Other,51+,North,Bronze,2022-05-28
CUS0495,John Ward,Male,36-50,South,Gold,2025-08-12
CUS0496,Ruth Fry,Other,51+,East,Platinum,2025-01-23
CUS0497,Brian Escobar,Male,36-50,South,Platinum,2024-10-13
CUS0498,Gerald Horne,Female,26-35,South,Gold,2023-04-22
CUS0499,Dylan Kelly,Male,36-50,North,Platinum,2026-05-23
CUS0500,Heidi Graham,Male,18-25,North,Platinum,2022-07-28
CUS0501,Willie Huber,Female,51+,West,Bronze,2024-11-30
CUS0502,Robert Reilly,Female,18-25,West,Silver,2024-01-12
CUS0503,Pamela Perry,Female,51+,West,Gold,2021-11-30
CUS0504,Lisa Blake,Other,18-25,East,Silver,2023-02-18
CUS0505,Lauren Johnson,Other,51+,East,Platinum,2023-09-15
CUS0506,Elaine Miller,Male,26-35,North,Bronze,2022-02-01
CUS0507,Melanie Hansen,Other,18-25,South,Bronze,2025-06-02
CUS0508,Nathan Bryant,Other,18-25,East,Gold,2022-10-16
CUS0509,James Williams,Male,36-50,South,Bronze,2026-04-07
CUS0510,Dana Jones,Other,18-25,South,Platinum,2024-12-29
CUS0511,Kenneth Stuart,Other,26-35,West,Platinum,2024-03-13
CUS0512,Hayley Shelton,Other,18-25,East,Gold,2026-06-21
CUS0513,Jacob Farmer,Male,36-50,North,Gold,2022-08-14
CUS0514,Brian Randall,Other,36-50,North,Gold,2022-07-03
CUS0515,Dustin Johnson,Male,36-50,West,Bronze,2025-02-18
CUS0516,Morgan Zimmerman,Female,26-35,West,Platinum,2026-04-11
CUS0517,Jonathan Williams,Male,26-35,West,Platinum,2026-02-15
CUS0518,Stacy Daniels,Female,26-35,West,Platinum,2024-10-12
CUS0519,Terri Gamble,Female,26-35,South,Platinum,2021-12-16
CUS0520,Christine Phillips,Female,51+,East,Silver,2026-05-03
CUS0521,Brett Avila,Male,51+,South,Platinum,2025-06-14
CUS0522,David Macias,Female,18-25,North,Gold,2025-12-25
CUS0523,Nancy Stephens,Other,18-25,South,Bronze,2023-02-14
CUS0524,Charlene Lopez,Other,18-25,South,Platinum,2025-06-02
CUS0525,John Hernandez,Female,36-50,South,Gold,2025-08-31
CUS0526,Ryan Scott,Other,18-25,East,Platinum,2024-11-02
CUS0527,Michael Jackson,Male,18-25,East,Platinum,2024-02-01
CUS0528,Jennifer Ramos,Other,51+,North,Silver,2025-07-06
CUS0529,Brandon Steele,Other,36-50,North,Gold,2023-12-26
CUS0530,Elizabeth Lynch,Female,26-35,North,Platinum,2022-06-25
CUS0531,Jeremy Davis,Male,26-35,North,Bronze,2026-03-28
CUS0532,Robert Robinson,Other,36-50,East,Silver,2025-07-21
CUS0533,Frances Davis,Other,18-25,South,Bronze,2023-04-05
CUS0534,Jennifer Valdez,Other,36-50,South,Silver,2022-08-13
CUS0535,Todd Sims,Male,51+,South,Gold,2025-07-19
CUS0536,Alexandra Peters,Female,36-50,East,Silver,2024-06-06
CUS0537,Ralph Lawrence,Male,51+,West,Bronze,2023-07-28
CUS0538,Rhonda Brown,Male,18-25,East,Bronze,2026-01-24
CUS0539,Kimberly Franco,Female,18-25,East,Bronze,2024-06-27
CUS0540,Dana Barton,Male,36-50,South,Bronze,2024-10-01
CUS0541,Brandy Reyes,Male,51+,East,Gold,2024-01-24
CUS0542,Anthony Mcdonald,Other,51+,East,Platinum,2022-10-14
CUS0543,Patricia Brown,Other,51+,South,Platinum,2023-07-22
CUS0544,Christina Gutierrez,Other,51+,North,Platinum,2026-03-06
CUS0545,Virginia Stuart,Other,51+,West,Bronze,2024-02-02
CUS0546,Timothy Cobb,Male,51+,West,Gold,2023-04-07
CUS0547,Robert Preston,Male,26-35,East,Gold,2024-12-22
CUS0548,James Weiss,Female,36-50,East,Platinum,2026-02-27
CUS0549,Dr. Julia Cruz,Other,51+,East,Bronze,2024-12-24
CUS0550,Harold Jones,Female,36-50,West,Bronze,2025-04-07
CUS0551,Mandy Mendoza,Male,18-25,East,Platinum,2023-09-27
CUS0552,Teresa Baker,Female,36-50,East,Platinum,2026-05-31
CUS0553,Carol Johnson,Female,18-25,North,Silver,2023-09-03
CUS0554,Jeffrey Lee,Male,26-35,North,Silver,2022-11-20
CUS0555,Andrew Carter,Female,36-50,West,Platinum,2022-01-30
CUS0556,Jessica Wright,Male,18-25,East,Bronze,2025-03-03
CUS0557,Breanna Wright,Male,51+,East,Gold,2022-01-21
CUS0558,Laura Rose,Female,26-35,East,Gold,2024-12-13
CUS0559,Regina Ortiz,Female,26-35,North,Bronze,2024-09-26
CUS0560,Eugene Phelps,Female,51+,West,Platinum,2023-03-23
CUS0561,Lori Zhang,Male,36-50,South,Silver,2026-02-20
CUS0562,Michelle Mason,Female,36-50,North,Platinum,2026-03-22
CUS0563,Jennifer Carney,Female,26-35,North,Bronze,2022-07-26
CUS0564,Kevin Moran DDS,Other,26-35,North,Gold,2022-04-14
CUS0565,Brendan Morales,Female,36-50,East,Silver,2026-03-06
CUS0566,Kathy Waller,Male,26-35,East,Silver,2025-04-10
CUS0567,Andrew Hernandez DDS,Female,18-25,North,Silver,2024-04-02
CUS0568,Steven Pena,Female,51+,West,Silver,2025-10-01
CUS0569,Ronnie Russell,Male,26-35,West,Gold,2024-09-09
CUS0570,Ryan Kennedy,Male,18-25,East,Bronze,2025-02-09
CUS0571,Marc Davis,Male,51+,West,Gold,2022-03-17
CUS0572,Eugene Baird,Male,26-35,North,Gold,2025-09-10
CUS0573,Tom Smith,Other,18-25,North,Gold,2024-01-12
CUS0574,Natalie Diaz,Male,36-50,West,Platinum,2022-09-26
CUS0575,Adam Potter,Male,36-50,East,Bronze,2026-01-24
CUS0576,Ashley Pierce,Male,26-35,South,Silver,2023-11-23
CUS0577,Timothy Morrow,Male,26-35,North,Gold,2022-03-12
CUS0578,Mrs. Sandra Williams MD,Male,36-50,East,Bronze,2024-08-25
CUS0579,David Miller,Male,26-35,West,Gold,2023-09-08
CUS0580,James Williams,Other,51+,East,Silver,2022-09-28
CUS0581,Tanner Faulkner,Female,26-35,West,Bronze,2023-04-28
CUS0582,Phillip King,Female,51+,West,Silver,2023-04-03
CUS0583,Jason Bentley,Other,18-25,West,Platinum,2026-01-18
CUS0584,Jennifer Snow,Other,26-35,North,Silver,2025-04-30
CUS0585,Nathaniel Rodriguez,Male,51+,West,Silver,2021-09-08
CUS0586,Stephanie Bruce,Other,51+,South,Silver,2026-03-01
CUS0587,Krista Williams,Male,26-35,North,Bronze,2024-07-01
CUS0588,Tyler Barton,Female,26-35,South,Platinum,2026-06-06
CUS0589,Joseph Atkinson,Other,26-35,East,Silver,2023-11-19
CUS0590,Christina White,Female,26-35,North,Silver,2022-11-01
CUS0591,Chelsea Lara,Male,51+,South,Gold,2025-05-23
CUS0592,Alice Grimes,Female,26-35,North,Bronze,2022-12-28
CUS0593,Kevin Flores,Other,26-35,South,Platinum,2022-01-20
CUS0594,Erin Roth,Male,18-25,North,Gold,2026-01-22
CUS0595,Chelsea Valencia,Other,36-50,East,Gold,2025-02-15
CUS0596,Charles Thompson,Other,18-25,East,Bronze,2025-01-05
CUS0597,Joseph Cook,Male,51+,South,Platinum,2026-03-22
CUS0598,Brian Johnson,Female,26-35,West,Bronze,2025-03-13
CUS0599,Scott Delgado,Female,26-35,South,Gold,2021-12-20
